,description,title,company,created,contract_time,adref,location,__CLASS__,salary_is_predicted,redirect_url,category,id,latitude,longitude,salary_max,salary_min,contract_type
420,"DevOPS / Cloud Engineer – Senior Requisition ID: RQ11125 Client: Central Agencies Cluster – Ministry of Treasury Board Secretariat Location: Toronto, Ontario (5 Days Onsite) Contract Duration: June 8, 2026 – March 31, 2027 Extension Option: Up to 2 Extensions (120 Days Total) Assignment Type: Full-Time Contract | 100% Allocation Security Clearance: CRJMC Position Overview We are seeking a highly experienced Senior DevOPS / Cloud Engineer to support enterprise cloud infrastructure, DevOps automa…",DevOPS / Cloud Engineer – Senior,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SereneAid'}",2026-05-22T02:47:25Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNzM3NTUyNCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.sd0Hy7O3kqcjwY0CDjVZVovkpc1Fr9s7jVecbkSMglY,"{'area': ['Canada', 'Ontario', 'Toronto', 'East York'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'East York, Toronto'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5737375524?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",5737375524,43.690729,-79.31211,10000.0,7000.0,contract
421,"Role: AWS Serverless Cloud Engineer Location: Toronto Office Hybrid: 2 days in office a week Qty: 2 Skills: Digital : Cloud DevOps Experience: 7 years Must-Haves: 1) AWS Cloud Platform Support Engineer  Payment Domain Experience: Troubleshooting Experience of AWS Serverless services like Lambda, API Gateway, ECS, ECR, RDS, DynamoDB, SNS, SQS, Kinesis, Cognito, Service Catalog, IAM, VPC, CloudWatch, Event Bridge, S3 AWS Infrastructure knowledge – VPC, EC2, S3, Lambda, NACL, Security Group and ne…",AWS Serverless Cloud Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Astra North Infoteck Inc.'}",2026-05-15T00:37:51Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDA1ODk0MCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.VFmPOXHa9AGMDFs8JlJcjVDyGLVi_ry92W8M2W5HGJE,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5730058940?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5730058940,43.706102,-79.402726,,,contract
422,"Job Description Insight Global is looking for a Senior Cloud Engineer specializing in Identity and Access Management (IAM) to design, implement, and operate secure, scalable identity solutions across our cloud ecosystem. This role sits at the intersection of cloud engineering, security, and DevOps, with a strong emphasis on Microsoft Azure and modern IAM standards. The successful candidate will partner closely with Security, Infrastructure, Application, and Business teams to ensure that identit…",Senior Cloud Engineer (IAM),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Insight Global'}",2026-02-13T23:54:45Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NjI5MDk2MTU0In0.0huENkvBq6w2iJJaf1qrt0wT6QhrhrfTmowAftU8pR4,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Greater Vancouver, British Columbia', 'area': ['Canada', 'British Columbia', 'Greater Vancouver']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5629096154?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5629096154,49.256582,-122.898456,,,
423,"WE'RE HIRING! At HTG, you’ll push boundaries with the latest tech and collaborate with a team that loves what they do. Be part of a design services company that is amongst the companies that lead the world in technology and innovation. Your next chapter starts here. Seeking a Cloud Engineer with strong networking skills and hands‑on experience implementing agentic AI in cloud environments. You’ll build cloud features, automate workflows, and deliver AI‑driven solutions across modern cloud platf…",Agentic AI Cloud Engineer,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'High Tech Genesis'}",2026-06-04T21:18:19Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MjYyNjY4OCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.Vt69k1tmIoSPk1bLctw9776EKG85zDDXRp9kVRO2VTc,"{'area': ['Canada'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Canada'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5752626688?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5752626688,,,124800.0,104000.0,contract
424,"Join a Challenger Being a traditional bank just isn’t our thing, so we challenge ourselves to get creative in providing innovative banking solutions for Canadians. How do we get there? With a talented team of inquisitive and agile challengers that break through the status quo. So, if you’re passionate about redefining the future of banking—while having fun—this could be your next big opportunity. Our company continues to grow, and today we serve more than 800,000 customers across Canada through…","Staff Engineer, Cloud Engineering","{'display_name': 'EQ Bank', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-10T16:46:29Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzI1MzUyMjE3In0.-ein64QsAlC0LG34DJnArNlSnS9DGWlwLFeiflQMqPU,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5725352217?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5725352217,43.706102,-79.402726,,,permanent
425,"At TTEC Digital, we coach clients to ensure their employees feel valued, and fully supported, because an amazing customer experience is an employee first process. Our vision is the same, a place where employees know they can thrive. As a Senior Cloud Engineer specializing in Microsoft Azure you will designing and hardening landing zones, automating infrastructure with IaC, and enforcing security, governance, and networking best practices. This role is very customer-facing, partnering with busin…","Principal Consultant, Cloud Engineer","{'display_name': 'TTEC Digital', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-20T13:37:10Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MDA3NzQ1MiIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.fIx_IzmhCfj6fDtCa5zQdUi35x6D7ABu2WoRl3-4_QU,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Toronto, Ontario', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5550077452?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5550077452,43.706102,-79.402726,,,
426,"The Infrastructure & Cloud Engineer supports and enhances CareRx’s hybrid IT environment, including cloud, infrastructure, and Microsoft platforms. This role ensures systems are secure, scalable, and reliable while driving cloud adoption and infrastructure modernization. Why you should join CareRx â¯ Collaborative Team : Work with colleagues who share a passion for shaping the future of senior care. â¯ Make a Real Impact : Feel fulfilled knowing your work directly benefits others within the c…",Senior Infrastructure and Cloud Engineer,"{'display_name': 'CareRx', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-20T16:44:35Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzM1NDc4MDAzIn0.Z8ZvYbUQRdllT4Hig7aE8Aa7tWMZggF9hm9n3dghWAo,"{'display_name': 'Commerce Court, City of Toronto', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto', 'City of Toronto', 'Commerce Court']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5735478003?utm_medium=api&utm_source=dc9dca8a,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",5735478003,43.64926,-79.38057,130000.0,110000.0,
427,"Meet your radiology, cardiology, enterprise imaging needs – on your own terms – with Merge by Merative imaging solutions. Trusted by 6 of the 10 largest U.S. health systems, Merge empowers healthcare organizations with advanced medical imaging solutions to enhance workflows, optimize care delivery, and help improve patient outcomes. Merge’s Imaging Suite, built on a cloud-native foundation, provides solutions for Vendor-Neutral Archive (VNA), PACS, Enterprise Image Viewing and Workflow Orchestr…",SRE Cloud Engineer- Azure,"{'display_name': 'Merative', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-04T14:11:28Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNDI1NjA0OSIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.eck2k7nUbcpqVLKtMNQ3MgRAsrF0aPaIGXouW3qrCOE,"{'area': ['Canada', 'Ontario', 'Peel region', 'Mississauga'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mississauga, Peel region'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5614256049?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",5614256049,,,127915.0,85276.0,permanent
428,"Job Title: Cloud Engineer Location: Montreal, QC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will design, implement, and support secure, scalable cloud solutions while contributing to enterprise transformation and modernization initiatives. Responsibilities Design, implement, and support cloud solutions across BF…","Cloud Engineer - Montreal, QC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-06T16:43:01Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDcxNDEzNCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.HKsXZX_UQUKpBe0JNjjp_H9WARUcqcvwWp7q-bajd_E,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Montréal, Québec', 'area': ['Canada', 'Québec', 'Montréal']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754714134?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5754714134,45.544959,-73.588138,,,
429,"Job Description Job Description Job Title: Cloud Engineer Location: Montreal, QC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will design, implement, and support secure, scalable cloud solutions while contributing to enterprise transformation and modernization initiatives. Responsibilities Design, implement, and s…","Cloud Engineer - Montreal, QC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:10:07Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA2MzY2NCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0._43HcUY7vTVDqJ8jUUcp8QmOOgDSLJGVVMSP1uiF0J4,"{'area': ['Canada', 'Québec', 'Laurentides', 'La Rivière-du-Nord', 'Saint-Jérôme'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Saint-Jérôme, La Rivière-du-Nord'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753063664?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753063664,45.783337,-74.009539,,,
430,"Job Description Job Description Job Title: Cloud Engineer Location: Montreal, QC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will design, implement, and support secure, scalable cloud solutions while contributing to enterprise transformation and modernization initiatives. Responsibilities Design, implement, and s…","Cloud Engineer - Montreal, QC - CEHS","{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:07:38Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA1Mjk1NSIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0._SQWyiXwD4flhMYDjYODBr9WGxM6nBRrkaU-ELGs-DQ,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Terrebonne, Les Moulins', 'area': ['Canada', 'Québec', 'Lanaudière', 'Les Moulins', 'Terrebonne']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753052955?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753052955,45.715103,-73.662377,,,
431,"Job Description Job Description Job Title: Cloud Engineer Location: Montreal, QC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will design, implement, and support secure, scalable cloud solutions while contributing to enterprise transformation and modernization initiatives. Responsibilities Design, implement, and s…","Cloud Engineer - Montreal, QC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:12:22Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzUzMDcxNDA0In0._qhMsGkYuWPygJshukVI92wVYWj7wz4maWL75LVd61c,"{'area': ['Canada', 'Québec', 'Montérégie', 'Les Maskoutains', 'Saint-Hyacinthe'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Saint-Hyacinthe, Les Maskoutains'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753071404?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753071404,45.625144,-72.950227,,,
432,"Job Description Job Description Job Title: Cloud Engineer Location: Montreal, QC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will design, implement, and support secure, scalable cloud solutions while contributing to enterprise transformation and modernization initiatives. Responsibilities Design, implement, and s…","Cloud Engineer - Montreal, QC - CEHS","{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-05T06:13:18Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzA3NDIyMyIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.JTb0IEJLaschPhXegdX-a6A3Am4J1LkevernAIoeGGM,"{'area': ['Canada', 'Québec', 'Montréal'], 'display_name': 'Montréal, Québec', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753074223?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753074223,45.544959,-73.588138,,,
433,"TJX Companies At TJX Canada, every day brings new opportunities for growth, exploration, and achievement. You’ll be part of our vibrant team that embraces diversity, fosters collaboration, and prioritizes your development. Whether you’re working in our Distribution Centers, Corporate Offices, or Retail Stores—WINNERS, HomeSense, and Marshalls, you’ll find abundant opportunities to learn, thrive, and make an impact. Come join our TJX family—a Fortune 100 company and the world’s leading off-price…",Engineer II – Cloud Engineering and Enablement,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Winners Merchants International, L.P.'}",2026-06-06T17:01:28Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzU0ODQ4NjA0In0.vPKZFxTQ0oWxc2Ew4ir3n3tBWxGXUxrrxH67_eKbR1c,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Canada', 'area': ['Canada']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754848604?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5754848604,,,94836.0,67740.0,
434,"We are seeking a Senior Cloud Engineering Specialist to join our dynamic Cloud Infrastructure team. The ideal candidate brings deep technical expertise in designing and implementing Public Cloud platforms and infrastructure-as-code, combined with strong leadership capabilities to influence strategy, drive collaboration, and deliver scalable and secure network solutions. This is an exciting opportunity to join a team that designs and builds the cloud networks and cloud connectivity for the firm.…",Senior Cloud Engineering Specialist (Hybrid),"{'display_name': 'Morgan Stanley', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-06T12:18:21Z,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NTMxMDgxNDI0In0.CCnkPHEaeOgvKgwMmOmqEjkLj9f2Iuxb678akOcJhv4,"{'area': ['Canada', 'Québec', 'Montréal'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Montréal, Québec'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5531081424?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5531081424,45.544959,-73.588138,,,
435,"Job Description Job Description RQ11125 - Sr. DevOPS/Cloud Engineer 10-month contract (202 business days) - possible extension ONSITE 5 days - 222 Jarvis St Security Level: CRJMC MUST HAVES: Design , deploy, and maintain hybrid infrastructure environments across public cloud platforms such as Azure, Amazon Web Services (AWS), Linux solutions, Software as a Service (SaaS), Commercial Off-the-Shelf (COTS) solutions and on‑premises systems Manage and support identity and access controls using Acti…",RQ11125 - Sr. DevOPS/Cloud Engineer,"{'display_name': 'Source Code', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-23T05:39:06Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzM4NjU0ODczIn0.XHGMaf_DQuuKrJx_zx3-ylclKKgWZc_zdy6_WxNoOwo,"{'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Canada', 'Ontario', 'Toronto']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5738654873?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5738654873,43.706102,-79.402726,,,contract
436,"At Gore Mutual, we’ve always set ourselves apart as a modern mutual that does good. Now, we’re proudly building on that legacy to transform our company—and our industry—for the better. Effective January 1, 2026, Gore has joined Beneva—the country’s largest mutual insurance company—as part of its Property & Casualty operations in Ontario and Western Canada. During 2026, Gore will combine its operations with Unica Insurance, Beneva’s Ontario-based subsidiary specializing in niche commercial and p…",Cloud Engineer - 12-month contract,"{'display_name': 'Gore Mutual Insurance', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-09T16:35:42Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDQxNzA3NiIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.yFo1XDsr3ikMg7mTJzOz9g3DQVzGz5gYnxsMtHqVQtQ,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Cambridge, Waterloo region', 'area': ['Canada', 'Ontario', 'Waterloo region', 'Cambridge']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5724417076?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5724417076,43.381917,-80.319806,114500.0,64500.0,contract
437,"Job Description Job Description At Gore Mutual, we've always set ourselves apart as a modern mutual that does good. Now, we're proudly building on that legacy to transform our company—and our industry—for the better. Effective January 1, 2026, Gore has joined Beneva—the country's largest mutual insurance company—as part of its Property & Casualty operations in Ontario and Western Canada. During 2026, Gore will combine its operations with Unica Insurance, Beneva's Ontario-based subsidiary specia…",Cloud Engineer - 12-month contract,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gore Mutual Insurance'}",2026-06-07T06:47:52Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NTQwMTUwNSIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.yxC6V6vem6kt9-27mZIy484cghARzLwzFvie9MjrEa8,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Cambridge, Waterloo region', 'area': ['Canada', 'Ontario', 'Waterloo region', 'Cambridge']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5755401505?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",5755401505,43.381917,-80.319806,,,contract
438,"Application Deadline: 07/30/2026 Address: 33 Dundas Street West Job Family Group: Technology Combines operational support and systems engineering to build and run large-scale, distributed, fault-tolerant services and systems. Ensures that Cloud services are secure, available, and scalable. Monitors system capacity and performance, and looks for opportunities to automate tasks. Tests, integrates, and establishes key infrastructure for the Cloud. Maintains services by measuring and monitoring ava…",Senior Cloud Engineer - AI & Data,"{'display_name': 'BMO', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-05-13T17:43:03Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzI4NTA2NjQyIn0.W1482dXsBJWxTGYheHPhMKA3KSIsI2ZIo7Y5rso-E4s,"{'area': ['Canada', 'Ontario', 'Toronto'], 'display_name': 'Toronto, Ontario', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5728506642?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5728506642,43.706102,-79.402726,,,
439,"Job Description Job Description Job Title: Senior Cloud Engineer Location: Vancouver, BC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Senior Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will lead cloud engineering initiatives and support enterprise transformation programs. Responsibilities Lead cloud engineering initiatives across BFSI, Public Sector, and Te…","Senior Cloud Engineer - Vancouver, BC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T05:59:31Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzAyOTE4NCIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.NpeZugOgz9mJ1-7x4qf7FWz5xEIv7DGsztlG_GQhup4,"{'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Vancouver'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Vancouver, Greater Vancouver'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753029184?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5753029184,49.252255,-123.108651,62400.0,62400.0,
440,"Job Title: Senior Cloud Engineer Location: Vancouver, BC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Senior Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will lead cloud engineering initiatives and support enterprise transformation programs. Responsibilities Lead cloud engineering initiatives across BFSI, Public Sector, and Telecom environments. Support clou…","Senior Cloud Engineer - Vancouver, BC - CEHS","{'display_name': 'NavitasPartners', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-06-06T16:40:51Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1NDcwNDM2OSIsInMiOiJOTnBQZjU1ajhSR1RsckZqWEo3Y1Z3In0.q-jf9cW2XLGZjvrkNvOXQMXt7nswhKRlrpxadX0uaKg,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Greater Vancouver, British Columbia', 'area': ['Canada', 'British Columbia', 'Greater Vancouver']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5754704369?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5754704369,49.256582,-122.898456,,,
441,"Job Description Job Description Job Title: Senior Cloud Engineer Location: Vancouver, BC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Senior Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will lead cloud engineering initiatives and support enterprise transformation programs. Responsibilities Lead cloud engineering initiatives across BFSI, Public Sector, and Te…","Senior Cloud Engineer - Vancouver, BC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:11:18Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzUzMDcwNDQ4In0.g_sK-WnAB6B3qJ6GKqSmLDGwOCRvxL0XY72STOrX8RY,"{'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Langley'], 'display_name': 'Langley, Greater Vancouver', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753070448?utm_medium=api&utm_source=dc9dca8a,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}",5753070448,49.104322,-122.634802,62400.0,62400.0,
442,"Job Description Job Description Job Title: Senior Cloud Engineer Location: Vancouver, BC Note: Prior experience in BFSI, Public Sector, or Telecom is non-negotiable . Position Overview: Seeking an experienced Senior Cloud Engineer with a strong background in BFSI, Public Sector, or Telecom environments. The ideal candidate will lead cloud engineering initiatives and support enterprise transformation programs. Responsibilities Lead cloud engineering initiatives across BFSI, Public Sector, and Te…","Senior Cloud Engineer - Vancouver, BC - CEHS","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'NavitasPartners'}",2026-06-05T06:11:17Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTk5wUGY1NWo4UkdUbHJGalhKN2NWdyIsImkiOiI1NzUzMDcwNDI2In0.9ktNsM0pzOADsO6_D5GUCUZVq6gyRTJfKBUaNsa9JhY,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Surrey, Greater Vancouver', 'area': ['Canada', 'British Columbia', 'Greater Vancouver', 'Surrey']}",Adzuna::API::Response::Job,0,https://www.adzuna.ca/details/5753070426?utm_medium=api&utm_source=dc9dca8a,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",5753070426,49.137655,-122.820892,62400.0,62400.0,
